업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
㈜케이투렌트카,영업소,강원도 강릉시 지변길 16 (지변동),강원도 강릉시 포남동 1142-1,37.77329372,128.8732093,강원도 강릉시 율곡로 2600(청량동 539-2),,,9,9,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-645-1585,2022-12-09,4200000,강원도 강릉시
㈜부일렌트카,영업소,강원도 강릉시 율곡로 2626,강원도 강릉시 청량동 560-11,37.74506584,128.9148499744,강원도 강릉시 율곡로 2624,,,1,1,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-647-0051,2022-12-09,4200000,강원도 강릉시
대한렌트카㈜,영업소,강원도 강릉시 하슬라로 30-2 (홍제동),강원도 강릉시 홍제동 1000-1,37.75534451,128.8783855,강원도 강릉시 하슬라로 30-2,,,24,20,4,0,0,,,,,,,,09:00,23:59,,,,,,,,033-646-5355,2022-12-09,4200000,강원도 강릉시
㈜진렌트카,영업소,강원도 강릉시 율곡로 2954 (교동),강원도 강릉시 교동 799-8,37.76628641,128.8918691,"강원도 강릉시 주문진읍 교항리 28-18, 28-31",,,29,27,2,0,0,,,,,,,,09:00,20:00,,,,,,,,033-641-7901,2022-12-09,4200000,강원도 강릉시
㈜쏘카,영업소,강원도 강릉시 경강로2343번길 2-5 (포남동),강원도 강릉시 포남동 1316,37.7697362,128.9173415,강원도 강릉시 포남동 1109-2,,,156,156,0,0,0,,,,,,,,09:00,23:59,,,,,,,,02-6969-9333,2022-12-09,4200000,강원도 강릉시
㈜로또렌트카,영업소,강원도 강릉시 강릉대로 485(포남동),강원도 강릉시 송정동 746-2,37.77624311,128.9148619,강원도 강릉시 포남동 1231-11,,,11,11,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-651-0028,2022-12-09,4200000,강원도 강릉시
㈜로또렌트카,영업소,강원도 강릉시 주문진읍 금용길 3,강원도 강릉시 주문진읍 교항리 490,37.87714962,128.8221652,강원도 강릉시 주문진읍 금용길 3,,,6,6,0,0,0,,,,,,,,09:00,17:30,,,,,,,,033-661-5454,2022-12-09,4200000,강원도 강릉시
㈜로또렌트카,영업소,강원도 강릉시 율곡로 3081(교동),강원도 강릉시 교동 1522,37.77614556,128.8865447,강원도 강릉시 율곡로 3081 (교동),,,22,22,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-647-7233,2022-12-09,4200000,강원도 강릉시
㈜스마트렌트카,영업소,강원도 강릉시 강릉대로 184 (교동),강원도 강릉시 교동 980-2,37.75741768,128.8907287,강원도 강릉시 구정면 여찬리 876-8,,,9,9,0,0,0,,,,,,,,09:00,18:00,,,,,,,,033-642-1833,2022-12-09,4200000,강원도 강릉시
㈜에이엠렌터카,영업소,강원도 강릉시 중기1길 17 (옥천동),강원도 강릉시 옥천동 351,37.76279035,128.9013442,강원도 강릉시 성산면 공제로 287,,,0,0,0,0,0,,,,,,,,09:00,23:00,,,,,,,,033-641-1120,2022-12-09,4200000,강원도 강릉시
㈜독도렌트카,영업소,강원도 강릉시 강릉대로359번길 5-14,강원도 강릉시 포남동 1197-12,37.766865,128.9043957,강원도 강릉시 강릉대로359번길 5-14,,,16,16,0,0,0,,,,,,,,09:00,19:00,,,,,,,,033-647-1588,2022-12-09,4200000,강원도 강릉시
㈜뉴대한렌트카,영업소,강원도 강릉시 임영로180번길 6 (임당동),강원도 강릉시 임당동 183-57,37.75698491,128.8922638,강원도 강릉시 임영로179번길 4,,,0,0,0,0,0,,,,,,,,09:00,20:00,,,,,,,,033-646-7811,2022-12-09,4200000,강원도 강릉시
지에스렌트카㈜,영업소,"강원도 강릉시 구정면 칠성로 187, 102호",강원도 강릉시 구정면 학산리 49-10,37.70709213,128.9041425,강원도 강릉시 구정면 학산리 49-15,,,1,1,0,0,0,,,,,,,,09:00,20:00,,,,,,,,033-644-2225,2022-12-09,4200000,강원도 강릉시
㈜한기련렌트카,영업소,강원도 강릉시 율곡로 3081(교동),"강원도 강릉시 교동 1264-12, 1층",37.7761359,128.8865447,강원도 강릉시 율곡로 3081(교동),,,3,3,0,0,0,,,,,,,,09:00,20:00,,,,,,,,033-644-0258,2022-12-09,4200000,강원도 강릉시
(유)본렌터카,영업소,강원도 강릉시 용지로 176,강원도 강릉시 교동 129-12,37.76453037,128.8996632,강원도 강릉시 용지로 176,,,3,3,0,0,0,,,,,,,,09:00,23:59,,,,,,,,070-7785-5500,2022-12-09,4200000,강원도 강릉시
㈜한빛렌트카,영업소,"강원도 강릉시 용지로 174, 3층",강원도 강릉시 교동 129-6,37.7636062,128.9000768,강원도 강릉시 사천면 방동리 801-5,,,8,8,0,0,0,,,,,,,,09:00,20:00,,,,,,,,033-641-0303,2022-12-09,4200000,강원도 강릉시
케이카㈜,영업소,"강원도 강릉시 부흥길 22, 1층 (노암동)",강원도 강릉시 노암동 216-12,37.7475946,128.9081647,강원도 강릉시 부흥길 22 (노암동),,,1,1,0,0,0,,,,,,,,09:00,20:00,,,,,,,,033-651-8311,2022-12-09,4200000,강원도 강릉시
마스타자동차관리㈜,영업소,강원도 강릉시 동해대로3456번길 22-12,강원도 강릉시 대전동 206-3,37.79694285,128.8613184,강원도 강릉시 동해대로3456번길 22-12,,,13,13,0,0,0,,,,,,,,09:00,20:00,,,,,,,,033-642-1506,2022-12-09,4200000,강원도 강릉시
스마트렌트카 지니,영업소,강원도 강릉시 성덕포남로206번길 6,강원도 강릉시 포남동 1237-6,37.7697445,128.9074768,강원도 강릉시 성덕포남로 206번길 6,,,8,7,1,0,0,,,,,,,,09:00,20:00,,,,,,,,033-574-1888,2022-12-09,4200000,강원도 강릉시
스마트렌트카 강릉,영업소,강원도 강릉시 성덕포남로206번길 6,강원도 강릉시 포남동 1237-6,37.7697445,128.9074768,강원도 강릉시 성덕포남로 206번길 6,,,6,6,0,0,0,,,,,,,,09:00,20:00,,,,,,,,033-574-1888,2022-12-09,4200000,강원도 강릉시
에스케이렌터카 강릉,영업소,강원도 강릉시 강릉대로 302 (옥천동),강원도 강릉시 옥천동 298-1,37.7634358,128.9014975,강원도 강릉시 교동 713-5,,,62,61,1,0,0,,,,,,,,09:00,20:00,,,,,,,,02-6474-5553,2022-12-09,4200000,강원도 강릉시
㈜대상렌트카,영업소,"강원도 강릉시 하슬라로 18, 1층 8호",강원도 강릉시 홍제동 991,37.75515453,128.8799999,강원도 강릉시 홍제동 991,,,8,8,0,0,0,,,,,,,,09:00,23:59,,,,,,,,000-0000-0000,2022-12-09,4200000,강원도 강릉시
울릉도렌트카㈜,주사업장,경상북도 울릉군 울릉읍 무릉길 205,경상북도 울릉군 울릉읍 사동리 70-20,37.4811813273,130.8969168546,경상북도 울릉군 북면 울릉순환로 2746-16 + 경상북도 울릉군 울릉읍 사동2길 25-37 + 경상북도 울릉군 북면 나리1길 81 + 경상북도 울릉군 북면 울릉순환로 2390-20,경상북도 울릉군 북면 현포리 312 + 경상북도 울릉군 울릉읍 사동리 111-4 + 경상북도 울릉군 북면 나리 80-2 + 경상북도 울릉군 북면 현포리 781-4,745,77,68,8,0,0,,,,,,,,09:00,19:00,,,,,,,,054-610-3230,2022-10-21,5260000,경상북도 울릉군
울릉도렌트카㈜,영업소,경상북도 울릉군 울릉읍 저동4길 47,경상북도 울릉군 울릉읍 저동리 170-5,37.50582781,130.9120162,경상북도 울릉군 울릉읍 저동4길47,경상북도 울릉군 울릉읍 저동리 170-5,150,10,8,2,0,0,,,,,,,,09:00,19:00,,,,,,,,054-610-3230,2022-10-21,5260000,경상북도 울릉군
울릉도렌트카㈜,영업소,경상북도 포항시 남구 희망대로 246,경상북도 포항시 남구 이동 312,36.04015749,129.3235803,경상북도 포항시 남구 희망대로 246,경상북도 포항시 남구 이동 312,1517,37,34,3,0,0,,,,,,,,09:00,19:00,,,,,,,,054-610-3230,2022-10-21,5260000,경상북도 울릉군
울릉도렌트카㈜,영업소,경상북도 경주시 강변로 184-37,경상북도 경주시 노서동 157-18,35.84045722,129.2023414,,경상북도 경주시 충효동1758,495,19,19,0,0,0,,,,,,,,09:00,19:00,,,,,,,,054-610-3230,2022-10-21,5260000,경상북도 울릉군
㈜뉴명차,주사업장,대구광역시 서구 북비산로17길 14-15(이현동),대구광역시 서구 이현동 1-1,35.8799267553,128.5445385762,대구광역시 달성군 논공읍 금포리 1641,대구광역시 달성군 논공읍 금포리 1641,100,56,54,2,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,김칠석,053-582-6861,2023-05-31,6270000,대구광역시
솔렌트카㈜,주사업장,대구광역시 동구 공항로 277(지저동),대구광역시 동구 지저동 801-25,35.8942394,128.6421706,대구광역시 달성군 현풍면 오산리 16-2,대구광역시 달성군 현풍면 오산리 16-2,100,51,44,7,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,윤여균,053-741-6114,2023-05-31,6270000,대구광역시
㈜신화오토렌탈,주사업장,대구광역시 수성구 동대구로 336 1703호(범어동),대구광역시 수성구 범어동 177-3,35.8603881007,128.6273699831,대구광역시 동구 신천동 367-1,대구광역시 동구 신천동 367-1,100,16,14,2,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,남연조,053-753-7773,2023-05-31,6270000,대구광역시
㈜아세아렌트카,주사업장,대구광역시 수성구 국채보상로 872(범어동),대구광역시 수성구 범어동 1-9,35.8665542,128.6259138,"대구광역시 수성구 범어동 1-9,17","대구광역시 수성구 범어동 1-9,17",100,49,41,8,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,노안석,053-751-8777,2023-05-31,6270000,대구광역시
㈜에이치렌트카,주사업장,대구광역시 수성구 지범로 60,대구광역시 수성구 지산동 1161-2,35.825989,128.6271441,"대구광역시 달서구 이곡서로 25, 5층(이곡동, 청우주차빌딩 옥상)","대구광역시 달서구 이곡서로 25, 5층(이곡동, 청우주차빌딩 옥상)",100,96,94,2,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,박채은,053-745-5550,2023-05-31,6270000,대구광역시
㈜에이치씨렌트카,주사업장,"대구광역시 북구 노원로 139-6(5층,노원동3가)",대구광역시 북구 노원동3가 34-11,35.8982232,128.5756723,"대구광역시 북구 노원로 139-6, 2층 주차장(노원동3가)","대구광역시 북구 노원로 139-6, 2층 주차장(노원동3가)",100,65,63,2,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,김동윤,053-210-5230,2023-05-31,6270000,대구광역시
㈜새한글로벌렌트카,주사업장,대구광역시 중구 남산로2길 118-1(남산동),대구광역시 중구 남산동 2111-3,35.8572105,128.5893393,대구광역시 달성군 옥포면 김흥리 1518-26,대구광역시 달성군 옥포면 김흥리 1518-26,100,187,181,6,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,양용목,053-474-7006,2023-05-31,6270000,대구광역시
코바렌터카㈜,영업소,강원도 강릉시 하슬라로 40(홍제동),강원도 강릉시 홍제동 988,37.75530436,128.877227,강원도 강릉시 강변로534번길 55 (입암동),,,52,52,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-643-1022,2022-12-09,4200000,강원도 강릉시
마춤카㈜,영업소,강원도 강릉시 구정면 회산로 44-4,강원도 강릉시 구정면 제비리 924-1,37.7248314,128.8428416,강원도 강릉시 구정면 학산리 651,,,176,175,1,0,0,,,,,,,,09:00,23:59,,,,,,,,033-641-3946,2022-12-09,4200000,강원도 강릉시
기아㈜,영업소,강원도 강릉시 강변로604번길 11-4(입암동),강원도 강릉시 입암동 691-8,37.7675182,128.9268023,강원도 강릉시 강변로604번길 11-4 (입암동),,,7,7,0,0,0,,,,,,,,09:00,20:00,,,,,,,,033-650-8544,2022-12-09,4200000,강원도 강릉시
㈜신형렌트카,영업소,강원도 강릉시 연곡면 영진길 3,강원도 강릉시 연곡면 영진리 355-4,37.87085749,128.836514,강원도 강릉시 연곡면 연주로 169,,,8,8,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-641-3534,2022-12-09,4200000,강원도 강릉시
롯데렌탈㈜,영업소,강원도 강릉시 원대로 6 (교동),강원도 강릉시 교동 1744-2,37.75516069,128.8819094,강원도 강릉시 지변동 609,,,221,210,11,0,0,,,,,,,,09:00,18:00,,,,,,,,033-642-8000,2022-12-09,4200000,강원도 강릉시
㈜금강렌트카,영업소,"강원도 강릉시 옥가로 66, 1층 (옥천동)",강원도 강릉시 옥천동 319-1,37.762141,128.900639,강원도 강릉시 동해대로3456번길 22-12,,,27,26,1,0,0,,,,,,,,08:30,20:00,,,,,,,,033-642-4417,2022-12-09,4200000,강원도 강릉시
㈜동양렌트카,영업소,강원도 강릉시 주문진읍 신리천로 46,강원도 강릉시 주문진읍 교항리 139-6,37.88403003,128.8258259,강원도 강릉시 연곡면 연주로 176-6,,,7,7,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-661-4505,2022-12-09,4200000,강원도 강릉시
㈜동양렌트카,영업소,강원도 강릉시 옥계면 동해대로 301,강원도 강릉시 옥계면 주수리 202,37.61721178,129.0489565,강원도 강릉시 옥계면 동해대로 301,,,3,3,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-534-1050,2022-12-09,4200000,강원도 강릉시
㈜동양렌트카,영업소,강원도 강릉시 두산길 19-5,,37.76424437,128.924902,강원도 강릉시 두산길 19-5(두산동),,,6,6,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-641-9994,2022-12-09,4200000,강원도 강릉시
㈜동양렌트카,영업소,강원도 강릉시 하슬라로 38 (홍제동),강원도 강릉시 홍제동 989-1,37.755254,128.877611,강원도 강릉시 하슬라로 38(홍제동),,,11,11,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-641-8585,2022-12-09,4200000,강원도 강릉시
㈜현대관광렌트카,영업소,강원도 강릉시 두산길 19-15,강원도 강릉시 두산동 273,37.76502886,128.9243753,강원도 강릉시 강변로 670번길13(두산동),,,16,16,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-655-0053,2022-12-09,4200000,강원도 강릉시
㈜현대관광렌트카,영업소,"강원도 강릉시 하슬라로 18, 1층 110호(홍제동)","강원도 강릉시 홍제동 991, 1층 110호",37.75515453,128.8799999,강원도 강릉시 입암동 429,,,16,16,0,0,0,,,,,,,,09:00,23:59,,,,,,,,033-655-0053,2022-12-09,4200000,강원도 강릉시
㈜현대관광렌트카,영업소,강원도 강릉시 하슬라로 30(홍제동),강원도 강릉시 홍제동 1000-1,37.755236,128.878523,강원도 강릉시 교동 1734-6,,,12,11,1,0,0,,,,,,,,09:00,20:00,,,,,,,,033-646-5588,2022-12-09,4200000,강원도 강릉시
㈜현대관광렌트카,영업소,강원도 강릉시 임영로 172,강원도 강릉시 홍제동 991,37.7565194,128.8917167,강원도 강릉시 임영로 172,,,8,8,0,0,0,,,,,,,,09:00,20:00,,,,,,,,033-646-5588,2022-12-09,4200000,강원도 강릉시
타슈카협동조합,주사업장,"대전광역시 서구 갈마로 46, 3층(갈마동)",대전광역시 서구 갈마동 363-5,36.34816254,127.3691394,대전광역시 서구 갈마로 46,대전광역시 서구 갈마동 363-5,55,79,78,1,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,김성태,042-710-4112,2021-07-05,6300000,대전광역시
타슈카협동조합,주사업장,"대전광역시 서구 갈마로 46, 3층(갈마동)",대전광역시 서구 갈마동 363-5,36.34816254,127.3691394,대전광역시 서구 가수원동 1090,대전광역시 서구 가수원동 1090,12,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,김성태,042-710-4112,2021-07-05,6300000,대전광역시
타슈카협동조합,주사업장,"대전광역시 서구 갈마로 46, 3층(갈마동)",대전광역시 서구 갈마동 363-5,36.34816254,127.3691394,대전광역시 서구 가수원동 1090,대전광역시 서구 가수원동 1090,7,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,김성태,042-710-4112,2021-07-05,6300000,대전광역시
타슈카협동조합,주사업장,"대전광역시 서구 갈마로 46, 3층(갈마동)",대전광역시 서구 갈마동 363-5,36.34816254,127.3691394,대전광역시 서구 가수원동 1090,대전광역시 서구 가수원동 1090,5,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,김성태,042-710-4112,2021-07-05,6300000,대전광역시
타슈카협동조합,주사업장,"대전광역시 서구 갈마로 46, 3층(갈마동)",대전광역시 서구 갈마동 363-5,36.34816254,127.3691394,대전광역시 서구 가수원동 1090,대전광역시 서구 가수원동 1090,13,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,김성태,042-710-4112,2021-07-05,6300000,대전광역시
㈜하나렌트,주사업장,"대전광역시 서구 탄방로 56, 2층(탄방동, 탄방빌딩)","대전광역시 서구 탄방동 87-1, 탄방빌딩 2층",36.34236528,127.3924691,충남 논산시 상월면 숙진리 285-1,충남 논산시 상월면 숙진리 285-1,55,40,40,0,15,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,박종오,042-609-0004,2021-07-05,6300000,대전광역시
에이스랜트(주),주사업장,인천광역시 서구 보도진로 29 (가좌동),인천광역시 서구 가좌동 173-453,37.494726,126.651324,인천광역시 서구 보도진로29 (가좌동),인천광역시 서구 가좌동 173-453,,94,91,3,0,0,,,,,,,,09:00,18:00,00:00,00:00,00:00,00:00,,,,032-573-0666,2023-08-02,3560000,인천광역시 서구
행운렌트카(주),주사업장,인천광역시 서구 드림로 256,인천광역시 서구 백석동 191-2,37.583567,126.667411,인천광역시 서구 청라한내로72번길 23 쓰리엔파크주차장 4층,인천광역시 서구 청라동 97-4,,77,73,3,1,0,,,,,,,,08:30,20:00,00:00,00:00,00:00,00:00,,,,032-563-4972,2023-08-02,3560000,인천광역시 서구
(주)하나렌트카,주사업장,"인천광역시 서구 보도진로 119, 1층(가좌동)",인천광역시 서구 가좌동 173-546,37.49665807,126.6609252,"인천광역시 서구 보도진로 119, 1층(가좌동)",인천광역시 서구 가좌동 173-546,,147,144,3,0,0,,,,,,,,08:30,19:00,00:00,00:00,00:00,00:00,,,,032-581-5533,2023-08-02,3560000,인천광역시 서구
주식회사 더블에이치렌트카,주사업장,"인천광역시 서구 심곡로 56번길2, 4층 410호",인천광역시 서구 심곡동 256,37.541931,126.675693,인천광역시 서구 중봉대로586번길 19,인천광역시 서구 청라동 163-3,,104,96,0,8,0,,,,,,,,09:00,18:00,00:00,00:00,00:00,00:00,,,,000-0000-0000,2023-08-02,3560000,인천광역시 서구
장기렌트카(주),주사업장,"인천광역시 서구 봉수대로 1601, 211호 (금곡동)",인천광역시 서구 금곡동 356-11,37.61400632,126.640015,인천광역시 서구 봉수대로 1603,인천광역시 서구 금곡동 356-10,,204,155,49,0,0,,,,,,,,09:00,18:00,00:00,00:00,00:00,00:00,,,,032-565-2525,2023-08-02,3560000,인천광역시 서구
(주)한지렌트카 울산영업소,영업소,울산광역시 중구 내황2길 9(반구동),,35.55352349,129.3414993,울산광역시 중구 내황2길 9,,,59,58,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-283-2115,2024-02-16,6310000,울산광역시
(주)한진렌트카 울산남영업소,영업소,울산광역시 남구 왕생로45번길 10,,35.53751727,129.3306905,,울산광역시 남구 달동 1250-1,,20,18,2,0,0,,,,,,,,09:00,18:00,,,,,,,,052-257-4511,2024-02-16,6310000,울산광역시
(주)한진렌트카 울산삼산영업소,영업소,울산광역시 북구 진장유통로16,,35.57172573,129.3583037,,울산광역시 북구 진장동298-11(2블럭2롯트),,20,20,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-283-2115,2024-02-16,6310000,울산광역시
현대캐피탈(주),영업소,"울산광역시 남구 삼산로 178,2층(달동)",,35.536939,129.3267815,울산광역시 남구 삼산로 178 층(달동) 기계식주차장,,,1,1,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-226-7979,2024-02-16,6310000,울산광역시
(주)뉴그린렌트카,주사업장,경상북도 구미시 수출대로 11(광평동),경상북도 구미시 광평동 59-3,36.11183668,128.3656652,경상북도 구미시 수출대로11(광평동),경상북도 구미시 광평동 59-3,660,26,21,5,0,0,,,,,,,,09:00,20:00,09:00,20:00,09:00,20:00,,,이동원,054-464-3727,2024-04-22,5080000,경상북도 구미시
(주)드림렌트카,주사업장,경상북도 구미시 산업로26길 2(원평동),경상북도 구미시 원평동 1035-16,36.12689685,128.3439001,경상북도 구미시 금오대로 323(오태동),경상북도 구미시 선산읍 화조리 529-1+오태동 631,1232,48,39,9,0,0,,,,,,,,09:00,18:00,09:00,18:00,,,일+공휴일,,박성희,054-456-9001,2024-04-22,5080000,경상북도 구미시
(주)백운렌트카,주사업장,경상북도 구미시 비산로1길 20(비산동),경상북도 구미시 비산동 504-4,36.12126973,128.3742263,경상북도 구미시 비산로3길 33-25,경상북도 구미시 비산동 442-8,886,53,45,8,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,일,,박판용,054-457-6330,2024-04-22,5080000,경상북도 구미시
(주)조은렌트카,주사업장,경상북도 구미시 구미대로 144(사곡동),경상북도 구미시 사곡동 354-15,36.09953028,128.3630852,경상북도 구미시 구미대로 144(사곡동)+해평면 도리사로 269,경상북도 구미시 사곡동 354-15+해평면 송곡리 364-3,1350,76,69,7,0,0,,,,,,,,09:00,18:00,09:00,13:00,,,공휴일,,윤정희,054-463-6263,2024-04-22,5080000,경상북도 구미시
(주)수성렌트카,주사업장,경상북도 구미시 야은로 626,경상북도 구미시 지산동 660-103,36.12815302,128.3486717,경상북도 구미시 비산로 25+화신로4길 15+천생산길 33-6,경상북도 구미시 비산동 493-2+광평동 389-2+구평동 40-1,2707,73,64,9,0,0,,,,,,,,09:00,19:00,09:00,19:00,09:00,19:00,,,김병한,054-464-8262,2024-04-22,5080000,경상북도 구미시
(주)뉴신화렌트카,주사업장,경상북도 구미시 송정대로10길5,경상북도 구미시 송정동 277-4,36.1192687,128.356451,경상북도 구미시 송정대로10길 5+거양길 231-7,경상북도 구미시 송정동 277-4+양호동 809,993,69,65,4,0,0,,,,,,,,08:30,20:00,08:30,20:00,08:30,20:00,,,임은경,054-444-8182,2024-04-22,5080000,경상북도 구미시
㈜천지렌트카,주사업장,"대전광역시 유성구 동서대로656번길 31-24, 1층 101-2호(용계동)","대전광역시 유성구 용계동 666-5, 1층 101-2호",36.33046955,127.3371455,충남 금산군 명암리 101,충남 금산군 명암리 101,34,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,오명환,042-222-1490,2021-07-05,6300000,대전광역시
㈜피피카,주사업장,"대전광역시 유성구 동서대로656번길 31-24, 1층 101-1호(용계동)","대전광역시 유성구 용계동 666-5, 1층 101-1호",36.33046955,127.3371455,충남 금산군 제원면 명암리 101,충남 금산군 제원면 명암리 101,59,72,72,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,오명환,1522-1661,2021-07-05,6300000,대전광역시
㈜피피카,주사업장,"대전광역시 유성구 동서대로656번길 31-24, 1층 101-1호(용계동)","대전광역시 유성구 용계동 666-5, 1층 101-1호",36.33046955,127.3371455,충남 금산군 제원면 수당리 770,충남 금산군 제원면 수당리 770,33,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,오명환,1522-1661,2021-07-05,6300000,대전광역시
㈜피플카,주사업장,대전광역시 유성구 도안대로 563-1(봉명동),대전광역시 유성구 봉명동 558-7,36.35063014,127.3397591,대전광역시 중구 중앙로121번길 48,대전광역시 중구 선화동 20,50,116,116,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,강석현,1600-6038,2021-07-05,6300000,대전광역시
㈜피플카,주사업장,대전광역시 유성구 도안대로 563-1(봉명동),대전광역시 유성구 봉명동 558-7,36.35063014,127.3397591,대전광역시 중구 대흥로175번길 41(대영주차장),대전광역시 중구 대흥동 5-7(대영주차장),30,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,강석현,1600-6038,2021-07-05,6300000,대전광역시
㈜피플카,주사업장,대전광역시 유성구 도안대로 563-1(봉명동),대전광역시 유성구 봉명동 558-7,36.35063014,127.3397591,충남 금산군 복수면 다복리 168-5,충남 금산군 복수면 다복리 168-5,50,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,강석현,1600-6038,2021-07-05,6300000,대전광역시
㈜피플카,주사업장,대전광역시 유성구 도안대로 563-1(봉명동),대전광역시 유성구 봉명동 558-7,36.35063014,127.3397591,대전광역시 서구 우명동 326-1,대전광역시 서구 우명동 326-1,30,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,강석현,1600-6038,2021-07-05,6300000,대전광역시
㈜피플카,주사업장,대전광역시 유성구 도안대로 563-1(봉명동),대전광역시 유성구 봉명동 558-7,36.35063014,127.3397591,세종특별자치시 부강면 갈산리 470,세종특별자치시 부강면 갈산리 470,50,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,강석현,1600-6038,2021-07-05,6300000,대전광역시
㈜한진렌트카,영업소,경상북도 상주시 경상대로 3171(만산동),경상북도 상주시 만산동 616-2번지,36.430178,128.152105,,"경상북도 상주시 만산동 484-4번지, 389-6번지, 616-2번지",,39,31,8,0,0,,70000,80000,100000,120000,,,00:00,00:00,,,,,없음,,,054-533-8770,2020-07-13,5110000,경상북도 상주시
㈜인스렌트카,영업소,경상북도 상주시 경상대로 3001,경상북도 상주시 낙양동 50-9번지,36.4149399647,128.151018,,경상북도 상주시 남장동 415-5번지,,11,8,3,0,0,,70000,80000,100000,120000,,,09:00,00:00,,,,,없음,,,054-536-9991,2020-07-13,5110000,경상북도 상주시
엠제이렌트카㈜,영업소,경상북도 상주시 경상대로 3002-1,경상북도 상주시 낙양동 14-3번지,36.4149860348,128.151449,,경상북도 상주시 낙양동 14-7번지,,11,10,1,0,0,,70000,80000,100000,120000,,,00:00,00:00,,,,,없음,,,054-535-8254,2020-07-13,5110000,경상북도 상주시
㈜아세아렌트카,영업소,경상북도 상주시 상산로 344,경상북도 상주시 냉림동 245-10번지,36.4215364781,128.159191,,경상북도 상주시 신봉동 599-5번지,,10,7,3,0,0,,70000,80000,100000,120000,,,00:00,00:00,,,,,없음,,,054-536-7277,2020-07-13,5110000,경상북도 상주시
㈜포항알프스,영업소,경상북도 상주시 북상주로 102(죽전동),경상북도 상주시 죽전동 645-11번지,36.4385295020,128.1590244518,,경상북도 상주시 죽전동 645-11번지,,26,24,2,0,0,,70000,80000,100000,120000,,,00:00,00:00,,,,,없음,,,054-000-0000,2020-07-13,5110000,경상북도 상주시
(합)우리렌터카,주사업장,강원도 강릉시 경강로2224번길 5 (포남동),강원도 강릉시 포남동 1142-1,37.76242337,128.9070636,강원도 강릉시 경강로2224번길 5 (포남동),,,90,88,2,0,0,,,,,,,,08:00,19:00,,,,,,,,033-646-1588,2022-12-09,4200000,강원도 강릉시
